Store's Types;City;DATE;UnitsSold
Street stores;OVIEDO;21/03/2019;447
Street stores;OVIEDO;22/03/2019;438
Street stores;OVIEDO;23/03/2019;438
Street stores;OVIEDO;25/03/2019;291
Street stores;OVIEDO;26/03/2019;300
Street stores;OVIEDO;27/03/2019;258
Street stores;OVIEDO;28/03/2019;372
Street stores;OVIEDO;29/03/2019;405
Street stores;OVIEDO;30/03/2019;447
Street stores;OVIEDO;01/04/2019;300
Street stores;OVIEDO;02/04/2019;333
Street stores;OVIEDO;03/04/2019;186
Street stores;OVIEDO;04/04/2019;357
Street stores;OVIEDO;05/04/2019;333
Street stores;OVIEDO;06/04/2019;339
Street stores;OVIEDO;08/04/2019;243
Street stores;OVIEDO;09/04/2019;453
Street stores;OVIEDO;10/04/2019;534
Street stores;OVIEDO;11/04/2019;501
Street stores;OVIEDO;12/04/2019;609
Street stores;OVIEDO;13/04/2019;705
Street stores;OVIEDO;15/04/2019;543
Street stores;OVIEDO;16/04/2019;528
Street stores;OVIEDO;17/04/2019;552
Street stores;OVIEDO;18/04/2019;267
Street stores;OVIEDO;20/04/2019;714
Street stores;PALMA DE MALLORCA;02/03/2019;987
Street stores;PALMA DE MALLORCA;04/03/2019;810
Street stores;PALMA DE MALLORCA;05/03/2019;429
Street stores;PALMA DE MALLORCA;06/03/2019;534
Street stores;PALMA DE MALLORCA;07/03/2019;519
Street stores;PALMA DE MALLORCA;08/03/2019;582
Street stores;PALMA DE MALLORCA;09/03/2019;852
Street stores;PALMA DE MALLORCA;11/03/2019;339
Street stores;PALMA DE MALLORCA;12/03/2019;300
Street stores;PALMA DE MALLORCA;13/03/2019;228
Street stores;PALMA DE MALLORCA;14/03/2019;291
Street stores;PALMA DE MALLORCA;15/03/2019;339
Street stores;PALMA DE MALLORCA;16/03/2019;825
Street stores;PALMA DE MALLORCA;18/03/2019;234
Street stores;PALMA DE MALLORCA;19/03/2019;210
Street stores;PALMA DE MALLORCA;20/03/2019;333
Street stores;PALMA DE MALLORCA;21/03/2019;300
Street stores;PALMA DE MALLORCA;22/03/2019;324
Street stores;PALMA DE MALLORCA;23/03/2019;582
Street stores;PALMA DE MALLORCA;25/03/2019;447
Street stores;PALMA DE MALLORCA;26/03/2019;267
Street stores;PALMA DE MALLORCA;27/03/2019;600
Street stores;PALMA DE MALLORCA;28/03/2019;582
Street stores;PALMA DE MALLORCA;29/03/2019;567
Street stores;PALMA DE MALLORCA;30/03/2019;801
Street stores;PALMA DE MALLORCA;01/04/2019;447
Street stores;PALMA DE MALLORCA;02/04/2019;471
Street stores;PALMA DE MALLORCA;03/04/2019;495
Street stores;PALMA DE MALLORCA;04/04/2019;414
Street stores;PALMA DE MALLORCA;05/04/2019;729
Street stores;PALMA DE MALLORCA;06/04/2019;819
Street stores;PALMA DE MALLORCA;08/04/2019;663
Street stores;PALMA DE MALLORCA;09/04/2019;420
Street stores;PALMA DE MALLORCA;10/04/2019;744
Street stores;PALMA DE MALLORCA;11/04/2019;558
Street stores;PALMA DE MALLORCA;12/04/2019;633
Street stores;PALMA DE MALLORCA;13/04/2019;1125
Street stores;PALMA DE MALLORCA;15/04/2019;753
Street stores;PALMA DE MALLORCA;16/04/2019;519
Street stores;PALMA DE MALLORCA;17/04/2019;690
Street stores;PALMA DE MALLORCA;18/04/2019;714
Street stores;PALMA DE MALLORCA;20/04/2019;1263
Street stores;PAMPLONA;01/03/2019;462
Street stores;PAMPLONA;02/03/2019;744
Street stores;PAMPLONA;04/03/2019;891
Street stores;PAMPLONA;05/03/2019;309
Street stores;PAMPLONA;06/03/2019;243
Street stores;PAMPLONA;07/03/2019;510
Street stores;PAMPLONA;08/03/2019;372
Street stores;PAMPLONA;09/03/2019;462
Street stores;PAMPLONA;11/03/2019;147
Street stores;PAMPLONA;12/03/2019;267
Street stores;PAMPLONA;13/03/2019;234
Street stores;PAMPLONA;14/03/2019;123
Street stores;PAMPLONA;15/03/2019;138
Street stores;PAMPLONA;16/03/2019;414
Street stores;PAMPLONA;18/03/2019;357
Street stores;PAMPLONA;20/03/2019;171
Street stores;PAMPLONA;21/03/2019;285
Street stores;PAMPLONA;22/03/2019;366
Street stores;PAMPLONA;23/03/2019;420
Street stores;PAMPLONA;25/03/2019;195
Street stores;PAMPLONA;26/03/2019;252
Street stores;PAMPLONA;27/03/2019;228
Street stores;PAMPLONA;28/03/2019;447
Street stores;PAMPLONA;29/03/2019;309
Street stores;PAMPLONA;30/03/2019;696
Street stores;PAMPLONA;01/04/2019;291
Street stores;PAMPLONA;02/04/2019;258
Street stores;PAMPLONA;03/04/2019;291
Street stores;PAMPLONA;04/04/2019;210
Street stores;PAMPLONA;05/04/2019;267
Street stores;PAMPLONA;06/04/2019;609
Street stores;PAMPLONA;08/04/2019;219
Street stores;PAMPLONA;09/04/2019;234
Street stores;PAMPLONA;10/04/2019;615
Street stores;PAMPLONA;11/04/2019;414
Street stores;PAMPLONA;12/04/2019;276
Street stores;PAMPLONA;13/04/2019;663
Street stores;PAMPLONA;15/04/2019;405
Street stores;PAMPLONA;16/04/2019;453
Street stores;PAMPLONA;17/04/2019;429
Street stores;PAMPLONA;18/04/2019;309
Street stores;PAMPLONA;20/04/2019;486
ECI stores;POZUELO;01/03/2019;114
ECI stores;POZUELO;02/03/2019;81
ECI stores;POZUELO;04/03/2019;42
ECI stores;POZUELO;05/03/2019;-24
ECI stores;POZUELO;06/03/2019;114
ECI stores;POZUELO;07/03/2019;66
ECI stores;POZUELO;08/03/2019;42
ECI stores;POZUELO;09/03/2019;228
ECI stores;POZUELO;11/03/2019;96
ECI stores;POZUELO;12/03/2019;96
ECI stores;POZUELO;13/03/2019;153
ECI stores;POZUELO;14/03/2019;72
ECI stores;POZUELO;15/03/2019;210
ECI stores;POZUELO;16/03/2019;153
ECI stores;POZUELO;17/03/2019;81
ECI stores;POZUELO;19/03/2019;-42
ECI stores;POZUELO;20/03/2019;72
ECI stores;POZUELO;21/03/2019;204
ECI stores;POZUELO;22/03/2019;114
ECI stores;POZUELO;23/03/2019;105
ECI stores;POZUELO;24/03/2019;42
ECI stores;POZUELO;25/03/2019;114
ECI stores;POZUELO;27/03/2019;42
ECI stores;POZUELO;28/03/2019;105
ECI stores;POZUELO;29/03/2019;57
ECI stores;POZUELO;30/03/2019;72
ECI stores;POZUELO;31/03/2019;90
ECI stores;POZUELO;01/04/2019;48
ECI stores;POZUELO;02/04/2019;147
ECI stores;POZUELO;03/04/2019;123
ECI stores;POZUELO;04/04/2019;81
ECI stores;POZUELO;05/04/2019;66
ECI stores;POZUELO;06/04/2019;162
ECI stores;POZUELO;07/04/2019;171
ECI stores;POZUELO;08/04/2019;114
ECI stores;POZUELO;09/04/2019;42
ECI stores;POZUELO;10/04/2019;24
ECI stores;POZUELO;11/04/2019;42
ECI stores;POZUELO;12/04/2019;0
ECI stores;POZUELO;13/04/2019;114
ECI stores;POZUELO;15/04/2019;42
ECI stores;POZUELO;16/04/2019;114
ECI stores;POZUELO;17/04/2019;66
ECI stores;POZUELO;18/04/2019;57
ECI stores;POZUELO;19/04/2019;72
ECI stores;POZUELO;20/04/2019;90
ECI stores;POZUELO;21/04/2019;57
Shopping Center stores;SANTANDER;01/03/2019;1338
Shopping Center stores;SANTANDER;02/03/2019;1101
Shopping Center stores;SANTANDER;04/03/2019;939
Shopping Center stores;SANTANDER;05/03/2019;738
Shopping Center stores;SANTANDER;06/03/2019;771
Shopping Center stores;SANTANDER;07/03/2019;777
Shopping Center stores;SANTANDER;08/03/2019;867
Shopping Center stores;SANTANDER;09/03/2019;738
Shopping Center stores;SANTANDER;11/03/2019;582
Shopping Center stores;SANTANDER;12/03/2019;852
Shopping Center stores;SANTANDER;13/03/2019;663
Shopping Center stores;SANTANDER;14/03/2019;591
Shopping Center stores;SANTANDER;15/03/2019;1101
Shopping Center stores;SANTANDER;16/03/2019;1014
Shopping Center stores;SANTANDER;18/03/2019;663
Shopping Center stores;SANTANDER;19/03/2019;396
Shopping Center stores;SANTANDER;20/03/2019;528
Shopping Center stores;SANTANDER;21/03/2019;396
Shopping Center stores;SANTANDER;22/03/2019;714
Shopping Center stores;SANTANDER;23/03/2019;981
Shopping Center stores;SANTANDER;25/03/2019;609
Shopping Center stores;SANTANDER;26/03/2019;510
Shopping Center stores;SANTANDER;27/03/2019;390
Shopping Center stores;SANTANDER;28/03/2019;663
Shopping Center stores;SANTANDER;29/03/2019;771
Shopping Center stores;SANTANDER;30/03/2019;672
Shopping Center stores;SANTANDER;01/04/2019;582
Shopping Center stores;SANTANDER;02/04/2019;462
Shopping Center stores;SANTANDER;03/04/2019;429
Shopping Center stores;SANTANDER;04/04/2019;414
Shopping Center stores;SANTANDER;05/04/2019;372
Shopping Center stores;SANTANDER;06/04/2019;777
Shopping Center stores;SANTANDER;08/04/2019;462
Shopping Center stores;SANTANDER;09/04/2019;591
Shopping Center stores;SANTANDER;10/04/2019;933
Shopping Center stores;SANTANDER;11/04/2019;495
Shopping Center stores;SANTANDER;12/04/2019;567
Shopping Center stores;SANTANDER;13/04/2019;819
Shopping Center stores;SANTANDER;15/04/2019;420
Shopping Center stores;SANTANDER;16/04/2019;786
Shopping Center stores;SANTANDER;17/04/2019;786
Shopping Center stores;SANTANDER;18/04/2019;834
Shopping Center stores;SANTANDER;20/04/2019;825
Shopping Center stores;SANTANDER;21/04/2019;219
Street stores;SEGOVIA;01/03/2019;567
Street stores;SEGOVIA;02/03/2019;324
Street stores;SEGOVIA;04/03/2019;396
Street stores;SEGOVIA;05/03/2019;501
Street stores;SEGOVIA;06/03/2019;285
Street stores;SEGOVIA;07/03/2019;396
Street stores;SEGOVIA;08/03/2019;267
Street stores;SEGOVIA;09/03/2019;528
Street stores;SEGOVIA;11/03/2019;405
Street stores;SEGOVIA;12/03/2019;234
Street stores;SEGOVIA;13/03/2019;381
Street stores;SEGOVIA;14/03/2019;429
Street stores;SEGOVIA;15/03/2019;276
Street stores;SEGOVIA;16/03/2019;267
Street stores;SEGOVIA;18/03/2019;90
Street stores;SEGOVIA;19/03/2019;57
Street stores;SEGOVIA;20/03/2019;219
Street stores;SEGOVIA;21/03/2019;171
Street stores;SEGOVIA;22/03/2019;267
Street stores;SEGOVIA;23/03/2019;291
Street stores;SEGOVIA;25/03/2019;48
Street stores;SEGOVIA;26/03/2019;204
Street stores;SEGOVIA;27/03/2019;252
Street stores;SEGOVIA;28/03/2019;177
Street stores;SEGOVIA;29/03/2019;372
Street stores;SEGOVIA;30/03/2019;267
Street stores;SEGOVIA;01/04/2019;300
Street stores;SEGOVIA;02/04/2019;204
Street stores;SEGOVIA;03/04/2019;204
Street stores;SEGOVIA;04/04/2019;210
Street stores;SEGOVIA;05/04/2019;90
Street stores;SEGOVIA;06/04/2019;219
Street stores;SEGOVIA;08/04/2019;153
Street stores;SEGOVIA;09/04/2019;195
Street stores;SEGOVIA;10/04/2019;390
Street stores;SEGOVIA;11/04/2019;276
Street stores;SEGOVIA;12/04/2019;252
Street stores;SEGOVIA;13/04/2019;219
Street stores;SEGOVIA;15/04/2019;501
Street stores;SEGOVIA;16/04/2019;477
Street stores;SEGOVIA;17/04/2019;276
Street stores;SEGOVIA;18/04/2019;24
Street stores;SEGOVIA;20/04/2019;243
Shopping Center stores;SEVILLA;01/03/2019;2091
Shopping Center stores;SEVILLA;02/03/2019;2415
Shopping Center stores;SEVILLA;04/03/2019;1224
Shopping Center stores;SEVILLA;05/03/2019;1200
Shopping Center stores;SEVILLA;06/03/2019;1095
Shopping Center stores;SEVILLA;07/03/2019;1086
Shopping Center stores;SEVILLA;08/03/2019;1386
Shopping Center stores;SEVILLA;09/03/2019;2445
Shopping Center stores;SEVILLA;11/03/2019;1167
Shopping Center stores;SEVILLA;12/03/2019;1419
Shopping Center stores;SEVILLA;13/03/2019;1281
Shopping Center stores;SEVILLA;14/03/2019;996
Shopping Center stores;SEVILLA;15/03/2019;1797
Shopping Center stores;SEVILLA;16/03/2019;2553
Shopping Center stores;SEVILLA;18/03/2019;1215
Shopping Center stores;SEVILLA;19/03/2019;1425
Shopping Center stores;SEVILLA;20/03/2019;1449
Shopping Center stores;SEVILLA;21/03/2019;957
Shopping Center stores;SEVILLA;22/03/2019;1548
Shopping Center stores;SEVILLA;23/03/2019;2811
Shopping Center stores;SEVILLA;25/03/2019;1239
Shopping Center stores;SEVILLA;26/03/2019;981
Shopping Center stores;SEVILLA;27/03/2019;1077
Shopping Center stores;SEVILLA;28/03/2019;1644
Shopping Center stores;SEVILLA;29/03/2019;1929
Shopping Center stores;SEVILLA;30/03/2019;3168
Shopping Center stores;SEVILLA;01/04/2019;1230
Shopping Center stores;SEVILLA;02/04/2019;1362
Shopping Center stores;SEVILLA;03/04/2019;1920
Shopping Center stores;SEVILLA;04/04/2019;1767
Shopping Center stores;SEVILLA;05/04/2019;2148
Shopping Center stores;SEVILLA;06/04/2019;3822
Street stores;SEVILLA;07/04/2019;372
Shopping Center stores;SEVILLA;08/04/2019;1878
Shopping Center stores;SEVILLA;09/04/2019;2172
Shopping Center stores;SEVILLA;10/04/2019;3336
Shopping Center stores;SEVILLA;11/04/2019;2730
Shopping Center stores;SEVILLA;12/04/2019;3225
Shopping Center stores;SEVILLA;13/04/2019;4245
Shopping Center stores;SEVILLA;15/04/2019;1920
Shopping Center stores;SEVILLA;16/04/2019;1686
Shopping Center stores;SEVILLA;17/04/2019;2001
ECI stores;SEVILLA;18/04/2019;24
ECI stores;SEVILLA;19/04/2019;2
Shopping Center stores;SEVILLA;20/04/2019;2745
ECI stores;SEVILLA;21/04/2019;129
ECI stores;TARRAGONA;01/03/2019;195
ECI stores;TARRAGONA;02/03/2019;219
ECI stores;TARRAGONA;04/03/2019;42
ECI stores;TARRAGONA;05/03/2019;0
ECI stores;TARRAGONA;06/03/2019;-15
ECI stores;TARRAGONA;07/03/2019;0
ECI stores;TARRAGONA;08/03/2019;24
ECI stores;TARRAGONA;09/03/2019;96
ECI stores;TARRAGONA;11/03/2019;114
ECI stores;TARRAGONA;12/03/2019;72
ECI stores;TARRAGONA;13/03/2019;96
ECI stores;TARRAGONA;14/03/2019;42
ECI stores;TARRAGONA;15/03/2019;42
ECI stores;TARRAGONA;16/03/2019;42
ECI stores;TARRAGONA;18/03/2019;24
ECI stores;TARRAGONA;19/03/2019;24
ECI stores;TARRAGONA;20/03/2019;72
ECI stores;TARRAGONA;21/03/2019;24
ECI stores;TARRAGONA;22/03/2019;66
ECI stores;TARRAGONA;23/03/2019;42
ECI stores;TARRAGONA;25/03/2019;81
ECI stores;TARRAGONA;26/03/2019;114
ECI stores;TARRAGONA;27/03/2019;147
ECI stores;TARRAGONA;28/03/2019;210
ECI stores;TARRAGONA;29/03/2019;123
ECI stores;TARRAGONA;30/03/2019;258
ECI stores;TARRAGONA;01/04/2019;42
ECI stores;TARRAGONA;02/04/2019;66
ECI stores;TARRAGONA;03/04/2019;171
ECI stores;TARRAGONA;04/04/2019;81
ECI stores;TARRAGONA;05/04/2019;81
ECI stores;TARRAGONA;06/04/2019;153
ECI stores;TARRAGONA;08/04/2019;114
ECI stores;TARRAGONA;09/04/2019;66
ECI stores;TARRAGONA;10/04/2019;90
ECI stores;TARRAGONA;11/04/2019;96
ECI stores;TARRAGONA;12/04/2019;105
ECI stores;TARRAGONA;13/04/2019;153
ECI stores;TARRAGONA;15/04/2019;72
ECI stores;TARRAGONA;16/04/2019;48
ECI stores;TARRAGONA;17/04/2019;81
ECI stores;TARRAGONA;18/04/2019;90
ECI stores;TARRAGONA;20/04/2019;186
Shopping Center stores;TOLEDO;01/03/2019;1086
Shopping Center stores;TOLEDO;02/03/2019;963
Shopping Center stores;TOLEDO;04/03/2019;987
Shopping Center stores;TOLEDO;05/03/2019;720
Shopping Center stores;TOLEDO;06/03/2019;744
Shopping Center stores;TOLEDO;07/03/2019;582
Shopping Center stores;TOLEDO;08/03/2019;1044
Shopping Center stores;TOLEDO;09/03/2019;1086
Shopping Center stores;TOLEDO;11/03/2019;729
Shopping Center stores;TOLEDO;12/03/2019;372
Shopping Center stores;TOLEDO;13/03/2019;243
Shopping Center stores;TOLEDO;14/03/2019;324
Shopping Center stores;TOLEDO;15/03/2019;390
Shopping Center stores;TOLEDO;16/03/2019;720
Shopping Center stores;TOLEDO;18/03/2019;372
Shopping Center stores;TOLEDO;20/03/2019;366
Shopping Center stores;TOLEDO;21/03/2019;276
Shopping Center stores;TOLEDO;22/03/2019;477
Shopping Center stores;TOLEDO;23/03/2019;933
Shopping Center stores;TOLEDO;25/03/2019;381
Shopping Center stores;TOLEDO;26/03/2019;339
Shopping Center stores;TOLEDO;27/03/2019;348
Shopping Center stores;TOLEDO;28/03/2019;477
Shopping Center stores;TOLEDO;29/03/2019;657
Shopping Center stores;TOLEDO;30/03/2019;1158
Shopping Center stores;TOLEDO;01/04/2019;390
Shopping Center stores;TOLEDO;02/04/2019;567
Shopping Center stores;TOLEDO;03/04/2019;510
Shopping Center stores;TOLEDO;04/04/2019;552
Shopping Center stores;TOLEDO;05/04/2019;558
Shopping Center stores;TOLEDO;06/04/2019;1020
Shopping Center stores;TOLEDO;08/04/2019;309
Shopping Center stores;TOLEDO;09/04/2019;324
Shopping Center stores;TOLEDO;10/04/2019;1044
Shopping Center stores;TOLEDO;11/04/2019;633
Shopping Center stores;TOLEDO;12/04/2019;552
Shopping Center stores;TOLEDO;13/04/2019;1239
Shopping Center stores;TOLEDO;15/04/2019;795
Shopping Center stores;TOLEDO;16/04/2019;906
Shopping Center stores;TOLEDO;17/04/2019;939
Shopping Center stores;TOLEDO;18/04/2019;696
Shopping Center stores;TOLEDO;20/04/2019;900
Shopping Center stores;VALENCIA;01/03/2019;1311
Shopping Center stores;VALENCIA;02/03/2019;2091
Shopping Center stores;VALENCIA;04/03/2019;420
Shopping Center stores;VALENCIA;05/03/2019;867
Shopping Center stores;VALENCIA;06/03/2019;882
Shopping Center stores;VALENCIA;07/03/2019;972
Shopping Center stores;VALENCIA;08/03/2019;1191
Shopping Center stores;VALENCIA;09/03/2019;1743
Shopping Center stores;VALENCIA;11/03/2019;762
Shopping Center stores;VALENCIA;12/03/2019;963
Shopping Center stores;VALENCIA;13/03/2019;843
Shopping Center stores;VALENCIA;14/03/2019;705
Shopping Center stores;VALENCIA;15/03/2019;1038
Shopping Center stores;VALENCIA;16/03/2019;981
Shopping Center stores;VALENCIA;18/03/2019;996
Shopping Center stores;VALENCIA;20/03/2019;396
Shopping Center stores;VALENCIA;21/03/2019;501
Shopping Center stores;VALENCIA;22/03/2019;900
Shopping Center stores;VALENCIA;23/03/2019;1863
Shopping Center stores;VALENCIA;25/03/2019;567
Shopping Center stores;VALENCIA;26/03/2019;543
Shopping Center stores;VALENCIA;27/03/2019;681
Shopping Center stores;VALENCIA;28/03/2019;720
Shopping Center stores;VALENCIA;29/03/2019;1125
Shopping Center stores;VALENCIA;30/03/2019;1611
Shopping Center stores;VALENCIA;01/04/2019;639
Shopping Center stores;VALENCIA;02/04/2019;657
Shopping Center stores;VALENCIA;03/04/2019;786
Shopping Center stores;VALENCIA;04/04/2019;771
Shopping Center stores;VALENCIA;05/04/2019;972
Shopping Center stores;VALENCIA;06/04/2019;2334
Shopping Center stores;VALENCIA;08/04/2019;771
Shopping Center stores;VALENCIA;09/04/2019;696
Shopping Center stores;VALENCIA;10/04/2019;1410
Shopping Center stores;VALENCIA;11/04/2019;1068
Shopping Center stores;VALENCIA;12/04/2019;1353
Shopping Center stores;VALENCIA;13/04/2019;1734
Shopping Center stores;VALENCIA;14/04/2019;744
Shopping Center stores;VALENCIA;15/04/2019;1062
Shopping Center stores;VALENCIA;16/04/2019;1191
Shopping Center stores;VALENCIA;17/04/2019;1158
Shopping Center stores;VALENCIA;18/04/2019;1353
Shopping Center stores;VALENCIA;19/04/2019;705
Shopping Center stores;VALENCIA;20/04/2019;1581
Shopping Center stores;VALENCIA;21/04/2019;957
Street stores;VALLADOLID;01/03/2019;690
Street stores;VALLADOLID;02/03/2019;705
Street stores;VALLADOLID;04/03/2019;438
Street stores;VALLADOLID;05/03/2019;90
Street stores;VALLADOLID;06/03/2019;171
Street stores;VALLADOLID;07/03/2019;300
Street stores;VALLADOLID;08/03/2019;258
Street stores;VALLADOLID;09/03/2019;414
Street stores;VALLADOLID;11/03/2019;177
Street stores;VALLADOLID;12/03/2019;252
Street stores;VALLADOLID;13/03/2019;147
Street stores;VALLADOLID;14/03/2019;105
Street stores;VALLADOLID;15/03/2019;300
Street stores;VALLADOLID;16/03/2019;285
ECI stores;VALLADOLID;17/03/2019;33
Street stores;VALLADOLID;18/03/2019;324
Street stores;VALLADOLID;19/03/2019;186
Street stores;VALLADOLID;20/03/2019;315
Street stores;VALLADOLID;21/03/2019;147
Street stores;VALLADOLID;22/03/2019;339
Street stores;VALLADOLID;23/03/2019;372
Street stores;VALLADOLID;25/03/2019;210
Street stores;VALLADOLID;26/03/2019;204
Street stores;VALLADOLID;27/03/2019;267
Street stores;VALLADOLID;28/03/2019;429
Street stores;VALLADOLID;29/03/2019;420
Street stores;VALLADOLID;30/03/2019;600
Street stores;VALLADOLID;01/04/2019;324
Street stores;VALLADOLID;02/04/2019;381
Street stores;VALLADOLID;03/04/2019;147
Street stores;VALLADOLID;04/04/2019;147
Street stores;VALLADOLID;05/04/2019;204
Street stores;VALLADOLID;06/04/2019;315
Street stores;VALLADOLID;08/04/2019;291
Street stores;VALLADOLID;09/04/2019;147
Street stores;VALLADOLID;10/04/2019;510
Street stores;VALLADOLID;11/04/2019;405
Street stores;VALLADOLID;12/04/2019;486
Street stores;VALLADOLID;13/04/2019;639
Street stores;VALLADOLID;15/04/2019;414
Street stores;VALLADOLID;16/04/2019;519
Street stores;VALLADOLID;17/04/2019;552
Street stores;VALLADOLID;18/04/2019;138
Street stores;VALLADOLID;20/04/2019;429
ECI stores;VALLADOLID;21/04/2019;72
Shopping Center stores;VIGO;01/03/2019;762
Shopping Center stores;VIGO;02/03/2019;900
Shopping Center stores;VIGO;04/03/2019;762
Shopping Center stores;VIGO;05/03/2019;810
Shopping Center stores;VIGO;06/03/2019;534
Shopping Center stores;VIGO;07/03/2019;510
Shopping Center stores;VIGO;08/03/2019;291
Shopping Center stores;VIGO;09/03/2019;648
Shopping Center stores;VIGO;11/03/2019;396
Shopping Center stores;VIGO;12/03/2019;438
Shopping Center stores;VIGO;13/03/2019;171
Shopping Center stores;VIGO;14/03/2019;357
Shopping Center stores;VIGO;15/03/2019;420
Shopping Center stores;VIGO;16/03/2019;582
Shopping Center stores;VIGO;18/03/2019;729
Shopping Center stores;VIGO;20/03/2019;267
Shopping Center stores;VIGO;21/03/2019;420
Shopping Center stores;VIGO;22/03/2019;414
Shopping Center stores;VIGO;23/03/2019;624
Shopping Center stores;VIGO;25/03/2019;609
Shopping Center stores;VIGO;26/03/2019;543
Shopping Center stores;VIGO;27/03/2019;582
Shopping Center stores;VIGO;29/03/2019;924
Shopping Center stores;VIGO;30/03/2019;876
Shopping Center stores;VIGO;01/04/2019;390
Shopping Center stores;VIGO;02/04/2019;567
Shopping Center stores;VIGO;03/04/2019;381
Shopping Center stores;VIGO;04/04/2019;390
Shopping Center stores;VIGO;05/04/2019;534
Shopping Center stores;VIGO;06/04/2019;696
Shopping Center stores;VIGO;08/04/2019;477
Shopping Center stores;VIGO;09/04/2019;447
Shopping Center stores;VIGO;10/04/2019;1158
Shopping Center stores;VIGO;11/04/2019;396
Shopping Center stores;VIGO;12/04/2019;609
Shopping Center stores;VIGO;13/04/2019;996
Shopping Center stores;VIGO;15/04/2019;501
Shopping Center stores;VIGO;16/04/2019;600
Shopping Center stores;VIGO;17/04/2019;609
Shopping Center stores;VIGO;18/04/2019;453
Shopping Center stores;VIGO;20/04/2019;1125
ECI stores;VITORIA;01/03/2019;405
ECI stores;VITORIA;02/03/2019;438
ECI stores;VITORIA;04/03/2019;333
ECI stores;VITORIA;05/03/2019;372
ECI stores;VITORIA;06/03/2019;357
ECI stores;VITORIA;07/03/2019;357
ECI stores;VITORIA;08/03/2019;339
ECI stores;VITORIA;09/03/2019;843
ECI stores;VITORIA;11/03/2019;258
ECI stores;VITORIA;12/03/2019;219
ECI stores;VITORIA;13/03/2019;300
ECI stores;VITORIA;14/03/2019;267
ECI stores;VITORIA;15/03/2019;333
ECI stores;VITORIA;16/03/2019;462
ECI stores;VITORIA;18/03/2019;633
ECI stores;VITORIA;20/03/2019;162
ECI stores;VITORIA;21/03/2019;171
ECI stores;VITORIA;22/03/2019;243
ECI stores;VITORIA;23/03/2019;696
ECI stores;VITORIA;25/03/2019;348
ECI stores;VITORIA;26/03/2019;333
ECI stores;VITORIA;27/03/2019;195
ECI stores;VITORIA;28/03/2019;381
ECI stores;VITORIA;29/03/2019;591
ECI stores;VITORIA;30/03/2019;939
ECI stores;VITORIA;01/04/2019;405
ECI stores;VITORIA;02/04/2019;285
ECI stores;VITORIA;03/04/2019;333
ECI stores;VITORIA;04/04/2019;258
ECI stores;VITORIA;05/04/2019;396
ECI stores;VITORIA;06/04/2019;1143
ECI stores;VITORIA;08/04/2019;291
ECI stores;VITORIA;09/04/2019;615
ECI stores;VITORIA;10/04/2019;696
ECI stores;VITORIA;11/04/2019;366
ECI stores;VITORIA;12/04/2019;501
ECI stores;VITORIA;13/04/2019;762
ECI stores;VITORIA;15/04/2019;228
ECI stores;VITORIA;16/04/2019;552
ECI stores;VITORIA;17/04/2019;633
ECI stores;VITORIA;20/04/2019;801
Street stores;ZAMORA;01/03/2019;228
Street stores;ZAMORA;02/03/2019;396
Street stores;ZAMORA;04/03/2019;204
Street stores;ZAMORA;05/03/2019;285
Street stores;ZAMORA;06/03/2019;33
Street stores;ZAMORA;07/03/2019;129
Street stores;ZAMORA;08/03/2019;138
Street stores;ZAMORA;09/03/2019;285
Street stores;ZAMORA;11/03/2019;177
Street stores;ZAMORA;12/03/2019;219
Street stores;ZAMORA;13/03/2019;96
Street stores;ZAMORA;14/03/2019;66
Street stores;ZAMORA;15/03/2019;96
Street stores;ZAMORA;16/03/2019;300
Street stores;ZAMORA;18/03/2019;114
Street stores;ZAMORA;19/03/2019;81
Street stores;ZAMORA;20/03/2019;153
Street stores;ZAMORA;21/03/2019;210
Street stores;ZAMORA;22/03/2019;81
Street stores;ZAMORA;23/03/2019;276
Street stores;ZAMORA;25/03/2019;66
Street stores;ZAMORA;26/03/2019;147
Street stores;ZAMORA;27/03/2019;90
Street stores;ZAMORA;28/03/2019;96
Street stores;ZAMORA;29/03/2019;171
Street stores;ZAMORA;30/03/2019;267
Street stores;ZAMORA;01/04/2019;114
Street stores;ZAMORA;02/04/2019;129
Street stores;ZAMORA;03/04/2019;219
Street stores;ZAMORA;04/04/2019;72
Street stores;ZAMORA;05/04/2019;210
Street stores;ZAMORA;06/04/2019;147
Street stores;ZAMORA;08/04/2019;129
Street stores;ZAMORA;09/04/2019;105
Street stores;ZAMORA;10/04/2019;438
Street stores;ZAMORA;11/04/2019;186
Street stores;ZAMORA;12/04/2019;195
Street stores;ZAMORA;13/04/2019;309
Street stores;ZAMORA;15/04/2019;471
Street stores;ZAMORA;16/04/2019;372
Street stores;ZAMORA;17/04/2019;372
Street stores;ZAMORA;18/04/2019;96
Street stores;ZAMORA;20/04/2019;582
